Force,T,U:0,U:1,U:2,generalizedNewtonian:nu,grad(U):0,grad(U):1,grad(U):2,grad(U):3,grad(U):4,grad(U):5,grad(U):6,grad(U):7,grad(U):8,grad(generalizedNewtonian:nu):0,grad(generalizedNewtonian:nu):1,grad(generalizedNewtonian:nu):2,kappa,p,rho,thermo:alpha,thermo:mu,wallHeatFlux,cellID,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Point ID
2.68456,442.604,-0.00032664,5.29396e-23,-0.00922109,3.091,-10.9235,-1.04083e-17,1.32397,-1.04083e-17,-0.0133208,0,1.08532,0,23.2142,-354.31,-4.44089e-16,8835.47,0.242162,1.2555e+06,945.066,0.000120473,183092,0,9101,1,2.72084e-05,2.72084e-05,0,-0.0113044,33
2.68506,442.614,-0.000335781,0,-0.00922024,3.09082,-10.9927,-3.46945e-18,1.36044,-3.46945e-18,-0.0134052,2.1684e-19,1.11492,2.1684e-19,23.2099,-347.435,0,8836.31,0.242162,1.25573e+06,945.059,0.000120472,182925,0,9101,1,2.80329e-05,2.80329e-05,0,-0.0113044,34
2.68556,442.624,-0.000344922,0,-0.00921939,3.09064,-11.0619,0,1.39692,0,-0.0134896,1.73472e-18,1.14451,0,23.2055,-340.559,0,8837.14,0.242162,1.25596e+06,945.052,0.000120471,182758,0,9101,1,2.88574e-05,2.88574e-05,0,-0.0113044,35
2.68605,442.633,-0.000354063,-4.23516e-22,-0.00921854,3.09046,-11.1312,-1.30104e-17,1.43339,-1.30104e-17,-0.013574,1.73472e-18,1.17411,5.42101e-20,23.2012,-333.683,4.996e-16,8837.97,0.242162,1.25619e+06,945.046,0.00012047,182591,0,9101,1,2.96819e-05,2.96819e-05,0,-0.0113044,36
2.68655,442.643,-0.000363205,6.61744e-24,-0.00921769,3.09028,-11.2004,-2.1684e-19,1.46986,-2.1684e-19,-0.0136584,1.76183e-18,1.2037,1.35525e-20,23.1969,-326.808,-1.38778e-17,8838.81,0.242162,1.25643e+06,945.039,0.000120469,182424,0,9101,1,3.05064e-05,3.05064e-05,0,-0.0113044,37
2.68667,442.658,-0.000372329,4.23516e-22,-0.00921645,3.08998,-11.2245,-1.38778e-17,1.50775,-1.38778e-17,-0.0136879,1.73472e-18,1.23379,0,23.1906,-351.412,-4.44089e-16,8840.75,0.242162,1.25649e+06,945.03,0.000120468,182184,0,9102,1,3.13309e-05,3.13309e-05,0,-0.0113044,38
2.6866,442.675,-0.000381443,-4.23516e-22,-0.00921498,3.08961,-11.2233,0,1.54643,0,-0.0136864,0,1.26416,0,23.1833,-393.716,-4.44089e-16,8843.32,0.242162,1.25645e+06,945.018,0.000120466,181903,0,9102,1,3.21554e-05,3.21554e-05,0,-0.0113044,39
2.68652,442.692,-0.000390558,0,-0.00921351,3.08925,-11.2222,0,1.58511,0,-0.013685,0,1.29452,1.73472e-18,23.176,-436.021,4.44089e-16,8845.89,0.242162,1.25641e+06,945.007,0.000120464,181621,0,9102,1,3.29799e-05,3.29799e-05,0,-0.0113044,40
2.68644,442.709,-0.000399672,0,-0.00921204,3.08888,-11.221,0,1.62379,0,-0.0136836,-1.73472e-18,1.32489,0,23.1687,-478.325,0,8848.46,0.242162,1.25638e+06,944.995,0.000120463,181340,0,9102,1,3.38044e-05,3.38044e-05,0,-0.0113044,41
2.68636,442.726,-0.000408786,-4.23516e-22,-0.00921057,3.08851,-11.2198,1.38778e-17,1.66247,1.38778e-17,-0.0136821,0,1.35526,1.73472e-18,23.1614,-520.629,0,8851.03,0.242162,1.25634e+06,944.984,0.000120461,181059,0,9102,1,3.46289e-05,3.46289e-05,0,-0.0113044,42
2.68629,442.743,-0.000417901,-8.47033e-22,-0.0092091,3.08815,-11.2186,-1.38778e-17,1.70115,-1.38778e-17,-0.0136807,-1.73472e-18,1.38562,8.67362e-19,23.1541,-562.934,4.44089e-16,8853.6,0.242162,1.2563e+06,944.973,0.00012046,180778,0,9102,1,3.54534e-05,3.54534e-05,0,-0.0113044,43
2.68621,442.76,-0.000427015,4.23516e-22,-0.00920763,3.08778,-11.2175,6.93889e-18,1.73983,6.93889e-18,-0.0136793,0,1.41599,8.67362e-19,23.1468,-605.238,4.44089e-16,8856.17,0.242162,1.25627e+06,944.961,0.000120458,180497,0,9102,1,3.62779e-05,3.62779e-05,0,-0.0113044,44
2.68613,442.777,-0.00043613,0,-0.00920616,3.08741,-11.2163,-6.93889e-18,1.7785,-6.93889e-18,-0.0136778,0,1.44635,-8.67362e-19,23.1395,-647.542,2.22045e-16,8858.74,0.242162,1.25623e+06,944.95,0.000120456,180215,0,9102,1,3.71024e-05,3.71024e-05,0,-0.0113044,45
2.68605,442.794,-0.000445244,2.11758e-22,-0.0092047,3.08705,-11.2151,-6.93889e-18,1.81718,-6.93889e-18,-0.0136764,0,1.47672,-1.73472e-18,23.1322,-689.847,-6.66134e-16,8861.31,0.242162,1.2562e+06,944.938,0.000120455,179934,0,9102,1,3.79269e-05,3.79269e-05,0,-0.0113044,46
2.68598,442.811,-0.000454359,0,-0.00920323,3.08668,-11.2139,0,1.85586,0,-0.013675,0,1.50709,1.73472e-18,23.1249,-732.151,2.22045e-16,8863.88,0.242162,1.25616e+06,944.927,0.000120453,179653,0,9102,1,3.87514e-05,3.87514e-05,0,-0.0113044,47
2.6859,442.828,-0.000463473,0,-0.00920176,3.08631,-11.2128,6.93889e-18,1.89454,6.93889e-18,-0.0136735,-1.73472e-18,1.53745,1.73472e-18,23.1176,-774.456,2.22045e-16,8866.45,0.242162,1.25612e+06,944.916,0.000120451,179372,0,9102,1,3.95759e-05,3.95759e-05,0,-0.0113044,48
2.68582,442.845,-0.000472588,0,-0.00920029,3.08595,-11.2116,0,1.93322,0,-0.0136721,0,1.56782,1.73472e-18,23.1103,-816.76,0,8869.01,0.242162,1.25609e+06,944.904,0.00012045,179091,0,9102,1,4.04004e-05,4.04004e-05,0,-0.0113044,49
2.68574,442.862,-0.000481702,2.11758e-22,-0.00919882,3.08558,-11.2104,-3.46945e-18,1.9719,-3.46945e-18,-0.0136706,4.33681e-19,1.59818,-4.33681e-19,23.1029,-859.064,7.77156e-16,8871.58,0.242162,1.25605e+06,944.893,0.000120448,178809,0,9102,1,4.12248e-05,4.12248e-05,0,-0.0113044,50
2.68566,442.879,-0.000490817,3.17637e-22,-0.00919735,3.08522,-11.2092,-3.46945e-18,2.01058,-3.46945e-18,-0.0136692,1.30104e-18,1.62855,0,23.0956,-901.369,-1.11022e-16,8874.15,0.242162,1.25601e+06,944.881,0.000120447,178528,0,9102,1,4.20493e-05,4.20493e-05,0,-0.0113044,51
2.68559,442.896,-0.000499931,-4.23516e-22,-0.00919588,3.08485,-11.2081,3.46945e-18,2.04926,3.46945e-18,-0.0136678,0,1.65892,0,23.0883,-943.673,9.99201e-16,8876.72,0.242162,1.25598e+06,944.87,0.000120445,178247,0,9102,1,4.28738e-05,4.28738e-05,0,-0.0113044,52
2.68551,442.913,-0.000509045,5.29396e-23,-0.00919441,3.08448,-11.2069,-1.38778e-17,2.08794,-1.38778e-17,-0.0136663,2.1684e-19,1.68928,-1.95156e-18,23.081,-985.978,1.83187e-15,8879.29,0.242162,1.25594e+06,944.859,0.000120443,177966,0,9102,1,4.36983e-05,4.36983e-05,0,-0.0113044,53
